PID,startdate,enddate,duration,week,noise,model_included,peak_time,peak_intensity,factors__current_season,factors__past_season,factors__past_season2,factors__model,survey_summary_from_participant
5643,2023-02-04 14:27:21,2023-02-04 14:31:03,222,3,2.5,1,101.0,2000.0,0,1,0,1,To see how people can read graphs and make guesses based off of it
3874,2023-02-04 14:29:29,2023-02-04 14:31:13,104,4,10.0,1,56.0,1500.0,0,0,1,0,To see how I would determine the peak time
272,2023-02-04 14:28:15,2023-02-04 14:31:14,178,1,5.0,0,59.0,1666.0,1,1,1,0,predict the peak day and number of infections of a fictitious virus 
2263,2023-02-04 14:27:51,2023-02-04 14:31:36,225,1,2.5,1,87.0,1824.0,1,1,0,0,"To look at past data, current data, and predictions and then predict the highest day and the number of hospitalizations on the highest day. "
3658,2023-02-04 14:29:55,2023-02-04 14:31:39,104,3,2.5,0,30.0,0.0,0,1,0,0,To see if you understand what a peak day is.
929,2023-02-04 14:29:47,2023-02-04 14:31:39,112,1,2.5,0,57.0,64.0,0,0,0,0,To make an estimate. I had to estimate what the peak day and number of hospitalizations would be 
3643,2023-02-04 14:27:14,2023-02-04 14:31:44,270,1,10.0,0,112.0,1000.0,1,1,1,0,The goal of this study was to make two predictions regarding hospitalizations from a fictional outbreak.
4762,2023-02-04 14:23:29,2023-02-04 14:31:45,496,3,2.5,0,72.0,140.0,1,1,1,0,I think the study is examining people's general capacity to forecast risk above and beyond short-term concerns.
4228,2023-02-04 14:26:33,2023-02-04 14:31:46,312,-2,10.0,0,90.0,1250.0,1,1,1,0,The goal of this study was to read people's abilities to read data and make a prediction based on it.
1826,2023-02-04 14:28:27,2023-02-04 14:31:56,209,2,2.5,0,140.0,1700.0,1,1,1,0,to predict the peak and number of hospitalizations for a fake virus
1135,2023-02-04 14:29:09,2023-02-04 14:32:26,196,2,10.0,1,154.0,1800.0,1,1,1,1,To gauge a hypothetical epidemic's peak day and hospitalizations
507,2023-02-04 14:28:35,2023-02-04 14:32:47,251,4,2.5,0,89.0,1075.0,1,1,1,0,To estimate based on past and limited current data the peak of a current pandemic.
375,2023-02-04 14:29:48,2023-02-04 14:32:49,180,1,10.0,1,93.0,2342.0,0,0,0,1,To estimate the peak day of the epidemic and number of hospitalizations on the peak day using the data provided.
2404,2023-02-04 14:30:54,2023-02-04 14:32:53,118,-2,2.5,1,100.0,2166.0,0,0,0,1,To find the peak onset.
3370,2023-02-04 14:29:49,2023-02-04 14:32:53,184,3,10.0,1,100.0,1698.0,0,0,1,1,"The goal was to see what was the peak day for the season. To do so, we had to look at data from current day and from the past."
3573,2023-02-04 14:30:37,2023-02-04 14:32:57,139,2,5.0,1,95.0,550.0,1,0,0,1,Predict the peak total hospitalizations and the peak day based on prediction models and current season data.
1827,2023-02-04 14:29:53,2023-02-04 14:33:09,195,2,10.0,0,79.0,1800.0,1,0,1,0,To estimate the day of peaking hospitalizations as well as the number on that day.
548,2023-02-04 14:29:47,2023-02-04 14:33:23,216,2,2.5,1,90.0,500.0,1,0,0,1,Predicting when an infection will reach its peak using data from past seasons and prediction models
7,2023-02-04 14:30:38,2023-02-04 14:33:26,168,-2,5.0,0,89.0,1700.0,1,1,1,0,To test people whether including the model skewed people's predictions.
1867,2023-02-04 14:31:38,2023-02-04 14:33:41,122,-2,10.0,1,98.0,1600.0,1,1,1,1,Probably to see how the average person is able to interpret graphs
4891,2023-02-04 14:30:48,2023-02-04 14:33:45,177,-2,5.0,1,-189.0,1338.0,1,0,0,0,To see the ability of someone to interpret data. Most of us are dumb and can't do it and this leads to misinformation.
121,2023-02-04 14:24:28,2023-02-04 14:33:46,557,3,5.0,1,60.0,1600.0,0,1,1,1,To determine how adept we are at following directions and interpreting graphical data. 
497,2023-02-04 14:32:21,2023-02-04 14:33:48,86,1,5.0,1,85.0,500.0,1,1,1,0,I think the goal was to see how well people can analyze graphs.
5746,2023-02-04 14:22:29,2023-02-04 14:33:57,687,3,5.0,0,56.0,1000.0,0,0,1,0,see our perception of epidemics
2735,2023-02-04 14:31:02,2023-02-04 14:34:08,185,4,5.0,1,100.0,1650.0,1,0,0,0,I believe the goal of this study was being presented data of previous reports and to make an estimate on future trends. Goal of the study is probably more specifically wondering which data was used more to predict the future for participants.
5039,2023-02-04 14:30:17,2023-02-04 14:34:46,268,4,2.5,1,57.0,64.0,0,0,1,0,The goal of this study was to make a prediction of the peak day and the peak time.
4939,2023-02-04 14:31:50,2023-02-04 14:34:47,177,2,10.0,0,72.0,1500.0,1,0,1,0,"Determine what information users utilize when making decisions (and if they are influenced by their biases to pick certain colors, trends, etc.)"
4449,2023-02-04 14:31:04,2023-02-04 14:34:48,224,4,10.0,0,59.0,1300.0,1,1,0,0,To determine a reading off of a grid. If an estimation can be determined 
5631,2023-02-04 14:33:13,2023-02-04 14:35:01,107,4,10.0,1,57.0,1465.0,0,0,1,0,To guess on what the peak of the pandemic would be.
5867,2023-02-04 14:28:00,2023-02-04 14:35:02,422,1,10.0,1,105.0,1300.0,1,0,0,1,To estimate when the peak of the pandemic would occur in terms of hospitalizations per day
5148,2023-02-04 14:29:57,2023-02-04 14:35:09,312,2,5.0,0,116.0,336.0,0,1,0,0,The goal of this study to see if people could read the information from the graph and give a guess about what it could be
5660,2023-02-04 14:31:59,2023-02-04 14:35:23,203,2,2.5,1,118.0,902.0,0,0,0,1,to digest the data and predict the peak # of infections and what day it would occur.
3132,2023-02-04 14:33:23,2023-02-04 14:35:23,119,-2,2.5,0,60.0,1950.0,0,1,0,0,I’m not sure what it was. I think they were trying to see how people forecast information based off historical data.
711,2023-02-04 14:32:17,2023-02-04 14:35:24,186,-2,5.0,1,97.0,1669.0,1,1,1,0,The goal of this study was to create a prediction based off the data provided.
5630,2023-02-04 14:32:44,2023-02-04 14:35:37,173,1,2.5,1,125.0,2183.0,1,1,1,1,To look at an interactive chart with data and make predictions about a fictional pandemic.
4120,2023-02-04 14:32:44,2023-02-04 14:35:44,180,4,2.5,1,57.0,64.0,1,0,0,0,I have no idea.
3988,2023-02-04 14:31:25,2023-02-04 14:35:47,261,-2,10.0,1,89.0,1123.0,1,0,0,0,The goal of this study was to see if an average person can predict when the peak infection rate of an epidemic will be.
5815,2023-02-04 14:31:45,2023-02-04 14:35:47,242,3,10.0,1,100.0,1000.0,1,1,1,0,Goal was to predict the peak day of the virus and the peak number of hospitalizations.
3837,2023-02-04 14:29:12,2023-02-04 14:35:50,397,3,10.0,0,140.0,375.0,1,1,0,0,"To determine what day we thought the hospitalizations would peak, and how many we believed would occur at this peak."
2637,2023-02-04 14:28:23,2023-02-04 14:35:54,450,1,5.0,1,80.0,950.0,1,1,1,0,The goal of the study was to make two predictions on a fictitious epidemic. The two predictions was the day it would peak and the number of hospitalizations of the day of the peak.  
285,2023-02-04 14:33:07,2023-02-04 14:36:02,175,4,10.0,0,98.0,750.0,1,1,1,0,To get us to estimate the peak day and number of infections of the current season based on where we were currently at as well as past data. 
5029,2023-02-04 14:33:24,2023-02-04 14:36:15,170,-2,5.0,0,89.0,1338.0,1,0,0,0,study trends of epidemic outbreaks
5026,2023-02-04 14:35:08,2023-02-04 14:36:35,87,-2,5.0,1,150.0,1500.0,0,1,1,0,Assessing how we analyze data
1335,2023-02-04 14:30:50,2023-02-04 14:36:38,347,-2,2.5,1,100.0,1818.0,1,0,1,0,"For an epidemic scenario, to estimate the day the epidemic will peak and the number of people infected on that date. Historical data and some current datapoints were provided to assist."
2532,2023-02-04 14:29:09,2023-02-04 14:36:41,452,1,2.5,1,80.0,1000.0,1,0,0,0,to find the pattern in the graph and data.
3979,2023-02-04 14:32:46,2023-02-04 14:36:44,237,3,2.5,1,101.0,1988.0,0,0,0,1,To determine trust on data model estimates even when a previous data set does not line up directly.
483,2023-02-04 14:32:56,2023-02-04 14:36:49,233,1,5.0,0,57.0,1666.0,1,0,0,0,"To predict when the peak of a fictional pandemic would be, and how many hospitalizations that peak would involve."
687,2023-02-04 14:32:46,2023-02-04 14:36:50,244,2,10.0,1,95.0,1062.0,1,0,0,0,The goal of this study was to learn what factors people consider when estimating peaks of trends.
797,2023-02-04 14:32:46,2023-02-04 14:36:52,245,1,2.5,0,86.0,2236.0,1,1,1,0,To see how people predict future events using data points from previous ones.
3995,2023-02-04 14:34:33,2023-02-04 14:37:05,151,4,5.0,0,105.0,350.0,1,1,0,0,
5667,2023-02-04 14:33:01,2023-02-04 14:37:08,247,-2,10.0,0,59.0,1464.0,0,0,1,0,Poor perception on the possibilities of a pandemic. How optimistic or pessimist we are in the face of the possibility of a pandemic
4917,2023-02-04 14:33:41,2023-02-04 14:37:23,221,4,5.0,0,84.0,400.0,1,1,1,0,Influence of previous data on new data?
140,2023-02-04 14:33:40,2023-02-04 14:37:32,232,2,5.0,0,90.0,1100.0,1,1,1,0,The goal of this study was to predict the peak day for number of hospitalizations based on a graph.
4675,2023-02-04 14:36:04,2023-02-04 14:37:44,100,-2,10.0,1,56.0,1485.0,1,1,1,0,To make a prediction of peak day and incident count for a fictional epidemic based on a graph provided for review.
2442,2023-02-04 14:34:36,2023-02-04 14:37:45,189,3,5.0,1,98.0,2331.0,0,0,0,1,To predict the day with the highest peak of people with the illness. There was a graph with multiple different plots to represent the past seasons and future predictions.
5608,2023-02-04 14:22:36,2023-02-04 14:37:51,914,1,5.0,1,1600.0,2500.0,0,0,1,0,A peak date for the epidemic.
2758,2023-02-04 14:34:52,2023-02-04 14:37:58,185,-2,2.5,0,55.0,1955.0,0,0,1,0,the goal of this study was to figure out the peak day of the pandemic and how many cases there would be on that day.
713,2023-02-04 14:33:12,2023-02-04 14:38:13,300,4,5.0,1,100.0,120.0,1,1,1,0,Precinct hospitalizations for a fictitious disease that does not exist and can not exist.  It is impossible to form predictions from fictitious scenarios.
2070,2023-02-04 14:35:31,2023-02-04 14:38:18,166,2,10.0,0,35.0,75.0,0,1,1,0,Predict future hospitalizations during a future pandemic
2492,2023-02-04 14:31:36,2023-02-04 14:38:20,403,1,10.0,0,88.0,1785.0,1,0,0,0,Predicting peak of hospitalization based on historical data.
169,2023-02-04 14:36:27,2023-02-04 14:38:33,126,3,2.5,0,59.0,173.0,1,0,0,0,To discover peoples methods in using graphs.
2656,2023-02-04 14:35:51,2023-02-04 14:38:43,171,4,10.0,1,98.0,750.0,0,1,1,0,The goal of this study was to understand how people perceive data.
1837,2023-02-04 14:36:48,2023-02-04 14:38:51,122,4,10.0,0,58.0,1077.0,1,1,1,1,To see if we could interpret the datat from a graph. The graph represented the peek infections reported via hospitalizations.
540,2023-02-04 14:37:01,2023-02-04 14:38:57,116,4,10.0,0,57.0,1465.0,1,0,0,0,Predicting peak data for infections and similar scenarios.
2699,2023-02-04 14:32:31,2023-02-04 14:39:01,389,4,2.5,0,90.0,1300.0,1,1,1,0,"To predict the peak day and number of hospitalizations for a potential, fictitious pandemic"
242,2023-02-04 14:35:43,2023-02-04 14:39:21,217,2,10.0,1,110.0,2300.0,0,0,0,1,I was asked to predict time and hospitalization rates for a fictional virus based on fictional data.
462,2023-02-04 14:34:40,2023-02-04 14:39:23,282,4,5.0,1,70.0,60.0,0,1,0,0,What if there was a pandemic?  Can we predict from past peaks and hospitalizations how it will play out this year?
5953,2023-02-04 14:35:24,2023-02-04 14:39:26,242,3,10.0,0,140.0,2000.0,1,1,0,0,The main goal was estimate when the peak will be and how many incidents there will be.
4280,2023-02-04 14:36:20,2023-02-04 14:39:31,190,1,2.5,0,79.0,955.0,1,0,1,0,Predict the peak day and hospitalizations of an outbreak.
5446,2023-02-04 14:36:47,2023-02-04 14:39:43,176,1,10.0,0,105.0,1400.0,1,1,1,0,To see what predictions for an infectious disease would be using data from previous seasons and current season.
3754,2023-02-04 14:33:36,2023-02-04 14:40:11,394,3,2.5,0,60.0,185.0,1,1,1,1,The goal was to use the data provided to determine when hospitalizations would peak as a result of a pandemic.
2472,2023-02-04 14:38:23,2023-02-04 14:40:14,111,-2,10.0,1,89.0,1123.0,1,0,0,0,Determine what data we find useful on a chart.
399,2023-02-04 14:38:22,2023-02-04 14:40:17,115,2,2.5,0,56.0,1900.0,1,0,1,0,To see the peak days and different days of hospitalizations according to the graph that was given
2379,2023-02-04 14:36:28,2023-02-04 14:40:19,231,1,5.0,1,91.0,1.175,1,1,1,1,The goal was to see how participants would use previous data to predict future trends?
5822,2023-02-04 14:34:38,2023-02-04 14:40:40,362,1,5.0,0,70.0,1500.0,1,1,0,0,the goal of this study. Was for participants to analyze data and make educated guesses based on the data chart and determine a range of those guesses.
3110,2023-02-04 14:38:18,2023-02-04 14:40:41,142,1,5.0,1,85.0,1600.0,1,1,0,0,To predict events like this. Epidemics and other dangerous events around the world
3786,2023-02-04 14:38:18,2023-02-04 14:40:44,145,4,5.0,0,86.0,800.0,1,1,1,0,Guess what the peak day and the incident amount would be.
4485,2023-02-04 14:37:46,2023-02-04 14:40:45,179,1,10.0,0,84.0,876.0,1,1,1,0,to test peoples ability to predict 
52,2023-02-04 14:38:59,2023-02-04 14:40:55,115,-2,2.5,0,84.0,1000.0,1,1,1,0,To determine how estimates based on incomplete data are made.
4490,2023-02-04 14:36:09,2023-02-04 14:41:09,300,3,10.0,1,140.0,500.0,1,0,0,0,I think the goal is to determine whether average people can read and interpret a graph 
1388,2023-02-04 14:33:55,2023-02-04 14:41:11,435,3,2.5,1,70.0,300.0,1,1,1,0,To study the pattern of incident hospitalizations by the infection and estimate the day and number of hospitalizations for the peak day this year.
2515,2023-02-04 14:39:40,2023-02-04 14:41:12,91,4,2.5,1,58.0,6500.0,1,0,1,0,To read the graph. 
5909,2023-02-04 14:33:18,2023-02-04 14:41:20,481,1,10.0,1,94.0,1200.0,1,1,1,1,The goal of this study was to collect data on a simulated outbreak where the user would have to predict what day hospitalizations would be at their highest and how many would be hospitalized.
1654,2023-02-04 14:40:01,2023-02-04 14:41:33,92,-2,2.5,0,57.0,64.0,0,0,1,0,estimate hospitalizations
2534,2023-02-04 14:38:19,2023-02-04 14:41:39,199,3,10.0,0,85.0,1000.0,1,1,1,0,Guessing when a disease could be at its peak based on data
3119,2023-02-04 14:37:18,2023-02-04 14:41:45,267,1,2.5,0,98.0,1200.0,1,1,1,0,To see how well people can make prediction with fancy data.
755,2023-02-04 14:36:53,2023-02-04 14:41:48,294,4,10.0,0,112.0,750.0,1,1,1,0,Discover what information people use to make predictions.
4488,2023-02-04 14:39:43,2023-02-04 14:41:48,124,-2,5.0,0,90.0,1400.0,1,0,0,0,make predictions using data
698,2023-02-04 14:40:02,2023-02-04 14:41:55,113,1,5.0,0,57.0,1666.0,1,1,1,0,Forecasting the peak incident of the infection.
5945,2023-02-04 14:38:31,2023-02-04 14:41:59,208,-2,10.0,1,104.0,1900.0,1,1,0,1,How well people can interpret data and what data they use for that outcome.
2616,2023-02-04 14:38:58,2023-02-04 14:42:14,195,1,2.5,0,112.0,323.0,1,1,0,0,To determine the hospitalizations by guessing based on security.
3054,2023-02-04 14:37:50,2023-02-04 14:42:25,274,-2,5.0,1,110.0,1300.0,1,1,1,0,"To make an educated estimation about when the peak day of a fictitious epidemic would be, and how high the peak hospitalizations would be, using data from prior seasons and surveillance data."
3440,2023-02-04 14:39:10,2023-02-04 14:42:34,203,1,10.0,1,126.0,1000.0,1,1,1,1,Predict the peak of people hospitalized and on what day.
3911,2023-02-04 14:35:40,2023-02-04 14:42:35,415,3,5.0,0,59.0,173.0,0,1,1,0,Generally how people use information to discover a pattern between the virus.
69,2023-02-04 14:40:44,2023-02-04 14:42:41,116,2,5.0,0,182.0,800.0,1,1,0,0,"For me to predict the number of days until the peak is reached, as well as how many incidents per day during peak."
3904,2023-02-04 14:37:21,2023-02-04 14:42:59,338,2,10.0,1,90.0,2000.0,0,0,0,1,You were trying to estimate the peak day of a fictitious disease and how many hospitalizations would occur.
226,2023-02-04 14:40:17,2023-02-04 14:43:00,162,1,2.5,1,120.0,799.0,0,0,0,1,The goal is to see how people interpret a bunch of graphs.
1838,2023-02-04 14:38:56,2023-02-04 14:43:00,244,-2,2.5,1,100.0,1000.0,0,1,1,0,To see how much weight we put on past seasons and the current season in predicting the day that the pandemic would peak and the number of hospitalizations.
5829,2023-02-04 14:39:06,2023-02-04 14:43:07,241,3,5.0,0,57.0,64.0,0,1,1,0,To make a prediction of the peak day of hospitalizations in a pandemic.
2726,2023-02-04 14:40:38,2023-02-04 14:43:11,152,1,10.0,0,50.0,1500.0,0,0,1,0,the goal was gauge how people perceive data about a virus
1170,2023-02-04 14:40:32,2023-02-04 14:43:19,167,3,10.0,0,58.0,1450.0,0,0,1,0,To see which set of data people would be drawn to analyze in such a situation.
5889,2023-02-04 14:35:20,2023-02-04 14:43:19,479,1,2.5,1,84.0,1510.0,1,1,1,1,"To see if human reasoning, along with statistical models, can better estimate an epidemic's peak (and associated hospitalizations)."
4547,2023-02-04 14:40:49,2023-02-04 14:43:24,154,2,5.0,1,56.0,1700.0,0,1,1,0,Understand how people interpret data as it applies to contagious disease.
